Order_ID,Customer Name,Email,Product,Category,Quantity,Unit Price,Total,Order Date,Ship Date,City,Country,Payment Method,Status,Discount%,Region,Discounted_Total
ORD-0025,Maria Garcia,Not Provided,  external ssd  ,ELECTRONICS,2.0,129.99,259.98,2024-03-25 00:00:00,2024-03-29 00:00:00,Sydney,Australia,Google Pay,Returned,15.0,Middle East,220.983
ORD-0026,RAJESH PATEL,  rajesh.patel@email.com  ,HDMI Cable,Accessories,,12.99,,2024-12-24 00:00:00,2024-12-27 00:00:00,Singapore,Singapore,Credit Card,Refunded,25.0,Africa,
ORD-0027,Unknown,viktor.petrov@email.com,  Laptop  ,Electronics,5.0,899.99,4499.95,03-05-2024,2024-03-14 00:00:00,Tokyo,Japan,Debit Card,Delivered,0.0,Asia,4499.95
ORD-0028,Alex Johnson,alex.johnson@email.com,Power Bank,Accessories,6.0,39.99,239.94,2024-07-20 00:00:00,2024-07-29 00:00:00,Berlin,germany,Cash on Delivery,Returned,20.0,Middle East,191.952
ORD-0029,Layla Ibrahim,layla.ibrahim@email.com,Wireless Mouse,Electronics,5.0,29.99,149.95,2024/10/10,2024-10-16 00:00:00,Dubai,UAE,Cash on Delivery,Shipped,0.0,Oceania,149.95
ORD-0030,Fatima Hassan,Not Provided,Mouse Pad,Accessories,5.0,14.99,74.95,2024-12-11 00:00:00,2024-12-24 00:00:00,Abu Dhabi,UAE,Credit Card,Delivered,0.0,Asia,74.95
ORD-0031,David Lee,david.lee@email.com,USB Cable,Accessories,7.0,9.99,69.93,2024-12-02 00:00:00,2024-12-09 00:00:00,Riyadh,Saudi Arabia,Credit Card,Refunded,15.0,Africa,59.44050000000001
ORD-0032,FATIMA HASSAN,fatima.hassan@email.com,Keyboard,Accessories,2.0,59.99,119.98,03-25-2024,2024-04-05 00:00:00,Muscat,Oman,Google Pay,Returned,25.0,Oceania,89.985
ORD-0033,Wei Chen,wei.chen@email.com,Wireless Mouse,Electronics,8.0,29.99,239.92,2024-02-26 00:00:00,2024-03-11 00:00:00,Paris,France,Credit Card,Returned,0.0,Middle East,239.92
ORD-0034,James O'Brien,james.obrien@email.com,Keyboard,Accessories,9.0,59.99,539.91,2024-02-21 00:00:00,2024-03-03 00:00:00,Singapore,Singapore,PayPal,Delivered,15.0,Europe,458.9235
ORD-0035,Anna Müller,anna.müller@email.com,  Stylus Pen  ,Acessories,4.0,34.99,139.96,2024-06-22 00:00:00,2024-07-02 00:00:00,Doha,Qatar,Google Pay,Processing,150.0,Africa,-69.97999999999999
ORD-0036,Unknown,Not Provided,  Wireless Mouse  ,Electronics,5.0,29.99,149.95,2024-08-23 00:00:00,2024-08-18 00:00:00,London,UK,Apple Pay,Cancelled,25.0,Africa,112.46249999999999
ORD-0037,Unknown,lina.mansour@email.com,  Power Bank  ,Accessories,1.0,39.99,39.99,2024-07-28 00:00:00,2024-08-05 00:00:00,Jeddah,Saudi Arabia,Bank Transfer,Processing,10.0,Oceania,35.991
ORD-0038,David Lee,david.lee@email.com,Wireless Mouse,Electronics,6.0,29.99,179.94,2024-05-04 00:00:00,2024-05-17 00:00:00,Toronto,Canada,Bank Transfer,Pending,25.0,North America,134.95499999999998
ORD-0039,Fatima Hassan,fatima.hassan@email.com,Laptop,Electronics,3.0,899.99,2699.9700000000003,2024-10-22 00:00:00,2024-11-04 00:00:00,Doha,Qatar,Debit Card,Delivered,5.0,Oceania,2564.9715
ORD-0040,Ali Reza,ali.reza@email.com,Printer,Electronics,6.0,199.99,1199.94,12-03-2024,2024-12-12 00:00:00,Medina,Saudi Arabia,PayPal,Refunded,0.0,Oceania,1199.94
ORD-0041,Tariq Mahmoud,tariq.mahmoudemail.com,  Keyboard  ,Acc.,7.0,59.99,419.93,2024-09-28 00:00:00,2024-09-29 00:00:00,Dubai,Australia,Debit Card,Processing,0.0,Asia,419.93
ORD-0042,Yuki Tanaka,yuki.tanaka@email.com,Stylus Pen,Accessories,4.0,34.99,139.96,2024-11-13 00:00:00,2024-11-18 00:00:00,Doha,Qatar,Apple Pay,Delivered,0.0,North America,139.96
ORD-0043,John Smith,john.smith@email.com,Speaker,Electronics,9.0,89.99,809.91,2024-08-08 00:00:00,2024-08-12 00:00:00,Abu Dhabi,Saudi Arabia,Credit Card,Delivered,10.0,North America,728.919
ORD-0044,Sara Khan,sara.khan@email.com,Keyboard,Accessories,-6.0,59.99,-359.94,2024-08-17 00:00:00,2024-08-25 00:00:00,London,UK,Cash on Delivery,Shipped,15.0,Africa,-305.949
ORD-0045,Priya Sharma,priya.sharma@email.com,Wireless Mouse,Electronics,10.0,29.99,299.9,2024-12-04 00:00:00,2024-12-08 00:00:00,Riyadh,Saudi Arabia,PayPal,Cancelled,0.0,Africa,299.9
ORD-0046,Nora Ali,nora.ali@email.com,  Stylus Pen  ,Accessories,6.0,34.99,209.94,2024-09-26 00:00:00,2024-10-08 00:00:00,Tokyo,Japan,Credit Card,Returned,20.0,North America,167.952
ORD-0047,Viktor Petrov,viktor.petrov@email.com,Stylus Pen,Accessory,8.0,34.99,279.92,11-07-2024,2024-11-20 00:00:00,Berlin,Saudi Arabia,PayPal,Pending,0.0,Middle East,279.92
ORD-0048,Chen Wei,chen.wei@email.com,Headphones,Electronics,-1.0,149.99,-149.99,2024-12-11 00:00:00,2024-12-24 00:00:00,Berlin,Germany,Apple Pay,Refunded,5.0,Asia,-142.4905
ORD-0049,Priya Sharma  #5,priya.sharma@email.com,Tablet,Electronics,3.0,499.99,1499.97,2024-08-05 00:00:00,2024-08-13 00:00:00,Sharjah,UAE,Bank Transfer,Pending,25.0,Africa,1124.9775
ORD-0050,James O'Brien,james.obrien@email.com,laptop,Electronics,4.0,8999.9,35999.6,2024-10-03 00:00:00,2024-10-04 00:00:00,Singapore,Singapore,Apple Pay,Delivered,0.0,Middle East,35999.6
ORD-0051,Unknown,alex.johnson@email.com,Phone Case,Accessories,2.0,19.99,39.98,2024-01-26 00:00:00,2024-02-06 00:00:00,Singapore,Singapore,Google Pay,Delivered,5.0,Africa,37.980999999999995
ORD-0052,Sara Khan,sara.khan@email.com,Mouse Pad,Accessories,7.0,14.99,104.93,2024-09-11 00:00:00,2024-09-23 00:00:00,Singapore,Singapore,Debit Card,Processing,20.0,Asia,83.944
ORD-0053,Ahmed Al-Farsi,ahmed.alfarsi@email.com,Phone Case,Accessory,4.0,19.99,79.96,04/12/2024,2024-12-16 00:00:00,Muscat,Oman,Apple Pay,Returned,5.0,North America,75.96199999999999
ORD-0054,Isabella Rossi,isabella.rossi@email.com,Stylus Pen,Accessories,8.0,34.99,279.92,2024-03-24 00:00:00,2024-04-06 00:00:00,Toronto,Saudi Arabia,Debit Card,Pending,25.0,Asia,209.94
ORD-0054,Isabella Rossi,isabella.rossi@email.com,  Stylus Pen  ,Accessories,8.0,349.9,2799.2,2024-03-24 00:00:00,2024-04-06 00:00:00,Toronto,Saudi Arabia,Debit Card,Pending,-5.0,Asia,2939.16
ORD-0055,Unknown,maria.garcia@email.com,Smart Watch,Electronics,-3.0,249.99,-749.97,2024-04-07 00:00:00,2024-04-17 00:00:00,Khobar,Saudi Arabia,Google Pay,Processing,10.0,North America,-674.9730000000001
ORD-0056,Alex Johnson,alex.johnson@email.com,Power Bank,Accessories,10.0,39.99,399.90000000000003,02/11/2024,2024-11-05 00:00:00,Paris,France,Debit Card,Returned,0.0,Oceania,399.90000000000003
ORD-0057,TARIQ MAHMOUD,tariq.mahmoud@email.com,Charger,Accessories,4.0,24.99,99.96,2024/12/03,2024-12-05 00:00:00,Tokyo,Japan,Bank Transfer,Pending,0.0,Oceania,99.96
ORD-0058,Yuki Tanaka,Not Provided,Stylus Pen,Accessories,2.0,34.99,69.98,2024-06-09 00:00:00,2024-06-13 00:00:00,Muscat,Oman,Cash on Delivery,Shipped,25.0,Middle East,52.485
ORD-0059,Ahmed Al-Farsi,ahmed.alfarsi@email.com,External SSD,Electronics,4.0,129.99,519.96,2024-08-26 00:00:00,2024-08-31 00:00:00,Dammam,Saudi Arabia,Google Pay,Refunded,20.0,Oceania,415.968
ORD-0060,Ahmed Al-Farsi,ahmed.alfarsi@email.com,Monitor,ELECTRONICS,5.0,349.99,1749.95,2024-04-17 00:00:00,2024-04-29 00:00:00,Khobar,KSA,Cash on Delivery,Pending,5.0,North America,1662.4525
ORD-0061,PRIYA SHARMA,priya.sharma@email.com,Speaker,Electronics,3.0,89.99,269.96999999999997,2024-03-21 00:00:00,2024-04-01 00:00:00,Singapore,Singapore,Credit Card,Pending,5.0,Africa,256.4715
ORD-0062,Chen Wei,chen.wei@email.com,Keyboard,Acc.,9.0,59.99,539.91,2024-07-14 00:00:00,2024-07-24 00:00:00,London,UK,Bank Transfer,Cancelled,0.0,North America,539.91
ORD-0063,LINA MANSOUR,lina.mansour@email.com,Monitor,Electronics,10.0,349.99,3499.9,2024-02-09 00:00:00,2024-02-22 00:00:00,Medina,Saudi Arabia,PayPal,Returned,0.0,Oceania,3499.9
ORD-0064,Layla Ibrahim,layla.ibrahimemail.com,Smart Watch,Electronics,2.0,249.99,499.98,2024-03-25 00:00:00,2024-04-07 00:00:00,Singapore,Singapore,PayPal,refund,0.0,Oceania,499.98
ORD-0065,James O'Brien,Not Provided,  Charger  ,Accessories,6.0,24.99,149.94,2024-09-19 00:00:00,2024-09-22 00:00:00,Abu Dhabi,Saudi Arabia,Bank Transfer,Refunded,15.0,Oceania,127.449
ORD-0066,Unknown,emma.wilson@email.com,Laptop,ELECTRONICS,1.0,899.99,899.99,2024-12-11 00:00:00,2024-12-25 00:00:00,Dubai,UAE,Bank Transfer,Pending,0.0,North America,899.99
ORD-0067,HASSAN YOUSSEF,  hassan.youssef@email.com  ,Charger,Acc.,1.0,24.99,24.99,2024-11-10 00:00:00,2024-11-14 00:00:00,Khobar,Saudi Arabia,Cash on Delivery,Shipped,20.0,Europe,19.991999999999997
ORD-0068,Rajesh Patel,rajesh.patel@email.com,Keyboard,Accessories,5.0,59.99,299.95,02-10-2024,2024-02-12 00:00:00,Khobar,Saudi Arabia,Google Pay,Shipped,15.0,North America,254.95749999999998
ORD-0069,Lina Mansour,lina.mansour@email.com,USB Cable,accessories,5.0,9.99,49.95,2024-12-19 00:00:00,2024-12-30 00:00:00,Dammam,Saudi Arabia,Bank Transfer,Returned,15.0,Middle East,42.4575
ORD-0070,Aisha Mohammed,aisha.mohammed@email.com,USB Cable,Accessories,8.0,9.99,79.92,25/05/2024,2024-06-08 00:00:00,Berlin,DE,Creadit Card,Returned,25.0,Middle East,59.94
ORD-0071,Sana Bukhari,sana.bukhari@email.com,Tablet,Electronics,9.0,499.99,4499.91,23/07/2024,2024-07-29 00:00:00,Doha,Qatar,Credit Card,Returned,0.0,Africa,4499.91
ORD-0072,CHEN WEI,chen.wei@email.com,Wireless Mouse,Electronics,4.0,29.99,119.96,2024-06-05 00:00:00,2024-06-07 00:00:00,Mumbai,IN,Bank Transfer,RETURNED,0.0,Oceania,119.96
ORD-0073,sana bukhari,sana.bukhari@email.com,HDMI Cable,Accessories,,12.99,,2024-08-01 00:00:00,2024-08-08 00:00:00,Singapore,Singapore,PayPal,Shipped,0.0,Europe,
ORD-0074,Khalid Bin Saeed  #4,khalid.bin.saeed@email.com,Smart Watch,Electronics,,249.99,,10-08-2024,2024-10-11 00:00:00,Dubai,UAE,Apple Pay,Shipped,10.0,Africa,
ORD-0075,Anna Müller,anna.müller@email.com,Keyboard,Accessories,6.0,59.99,359.94,2024-12-06 00:00:00,2024-12-19 00:00:00,Paris,France,Credit Card,Shipped,0.0,Middle East,359.94
ORD-0076,Sara Khan,Not Provided,Headphones,Electronics,-10.0,149.99,-1499.9,2024/06/26,2024-07-06 00:00:00,Mumbai,India,Cash on Delivery,Delivered,25.0,Asia,-1124.9250000000002
ORD-0077,Unknown,sara.khan@email.com,Charger,Accessories,1.0,24.99,24.99,2024-06-09 00:00:00,2024-06-11 00:00:00,Dammam,Saudi Arabia,Debit Card,Canceled,0.0,Oceania,24.99
ORD-0078,OMAR NASSER,omar.nasser@@email.com,Headphones,Electronics,5.0,149.99,749.95,16/02/2024,2024-03-01 00:00:00,Dubai,UAE,Google Pay,Cancelled,25.0,North America,562.4625000000001
ORD-0079,Lina Mansour,lina.mansour@email.com,Smart Watch,Electronics,10.0,249.99,2499.9,2024-11-20 00:00:00,2024-11-23 00:00:00,Dubai,UAE,Bank Transfer,Shipped,0.0,Asia,2499.9
ORD-0080,Rajesh Patel,rajesh.patel@email.com,Mouse Pad,Accessories,7.0,-14.99,-104.93,2024-05-13 00:00:00,2024-05-24 00:00:00,Muscat,Saudi Arabia,Cash on Delivery,Cancelled,0.0,Asia,-104.93
ORD-0081,layla ibrahim,layla.ibrahim@email.com,Mouse Pad,Accessories,1.0,14.99,14.99,2024-09-26 00:00:00,2024-09-29 00:00:00,Dammam,Saudi Arabia,Apple Pay,Returned,150.0,Africa,-7.494999999999999
ORD-0082,Layla Ibrahim,layla.ibrahim@email.com,Tablet,Electronics,4.0,499.99,1999.96,2024-11-07 00:00:00,2024-11-12 00:00:00,Singapore,Singapore,Credit Card,Refunded,0.0,North America,1999.96
ORD-0083,Chen Wei,chen.wei@email.com,Charger,Accessories,,24.99,,2024-03-17 00:00:00,2024-03-30 00:00:00,Mumbai,India,Google Pay,Refunded,20.0,Oceania,
ORD-0084,Priya Sharma,priya.sharma@email.com,Mouse Pad,Accessories,4.0,14.99,59.96,2024-12-28 00:00:00,2025-01-02 00:00:00,Singapore,Singapore,PayPal,Processing,10.0,Africa,53.964
ORD-0085,Unknown,khalid.bin.saeed@email.com,USB Cable,Accessories,3.0,9.99,29.97,2024-10-14 00:00:00,2024-10-25 00:00:00,Singapore,Singapore,Bank Transfer,Cancelled,20.0,Middle East,23.976
ORD-0086,Priya Sharma,Not Provided,Tablet,electronics,3.0,499.99,1499.97,2024-04-24 00:00:00,2024-04-25 00:00:00,Abu Dhabi,UAE,Debit Card,Delivered,,Oceania,
ORD-0087,Alex Johnson,alex.johnson@email.com,Smart Watch,Electronics,4.0,249.99,999.96,2024-06-23 00:00:00,2024-06-30 00:00:00,Berlin,Germany,Credit Card,Returned,-10.0,Asia,1099.9560000000001
ORD-0088,Emma Wilson,emma.wilson@email.com,Webcam,Electronics,2.0,79.99,159.98,2024-06-27 00:00:00,2024-07-03 00:00:00,New York,Oman,Bank Transfer,Cancelled,25.0,Europe,119.98499999999999
ORD-0089,Sophie Brown,sophie.brown@email.com,Tablet,Electronics,6.0,499.99,2999.94,09-17-2024,2024-09-29 00:00:00,Sharjah,UAE,Bank Transfer,Pending,5.0,Africa,2849.943
ORD-0090,Ahmed Al-Farsi,Not Provided,USB Cable,ACCESSORIES,-10.0,9.99,-99.9,2024-10-21 00:00:00,2024-10-26 00:00:00,Khobar,Saudi Arabia,Debit Card,Pending,25.0,Europe,-74.92500000000001
TEST,TEST,TEST,TEST,TEST,,,,TEST,TEST,TEST,TEST,TEST,TEST,,TEST,
ORD-0091,Sara Khan,sara.khan@email.com,Monitor,Electronics,8.0,349.99,2799.92,2024-08-22 00:00:00,2024-09-01 00:00:00,Khobar,Saudi Arabia,Bank Transfer,Delivered,0.0,Africa,2799.92
ORD-0092,Omar Nasser,omar.nasser@email.com,Phone Case,Accessories,10.0,19.99,199.89999999999998,2024-12-10 00:00:00,2024-12-21 00:00:00,Toronto,Canada,Debit Card,Pending,0.0,Africa,199.89999999999998
ORD-0093,Rajesh Patel  #8,rajesh.patel@email.com,  Tablet  ,Electronics,9.0,499.99,4499.91,2024-07-08 00:00:00,2024-07-17 00:00:00,Berlin,Saudi Arabia,Apple Pay,delivered,20.0,North America,3599.928
ORD-0094,Chen Wei,chen.wei@email.com,Keyboard,Accessories,1.0,59.99,59.99,2024-03-11 00:00:00,2024-03-21 00:00:00,Jeddah,India,Apple Pay,Returned,10.0,North America,53.991
ORD-0095,Maria Garcia,maria.garcia@email.com,Speaker,Electronics,,89.99,,2024-09-24 00:00:00,2024-09-29 00:00:00,Riyadh,Qatar,Google Pay,Refunded,15.0,Africa,
ORD-0096,James O'Brien  #9,Not Provided,Tablet,Electronics,5.0,499.99,2499.95,2024/07/13,2024-07-21 00:00:00,Sydney,Australia,PayPal,Delivered,,Oceania,
ORD-0097,Wei Chen,wei.chen@email.com,Monitor,Electronics,1.0,349.99,349.99,2024-01-19 00:00:00,2024-01-29 00:00:00,Sydney,Australia,Cash on Delivery,Delivered,10.0,Asia,314.991
ORD-0098,Hassan Youssef,hassan.youssef@email.com,Charger,Accessories,10.0,24.99,249.89999999999998,19/03/2024,2024-03-29 00:00:00,Toronto,Canada,PayPal,Cancelled,0.0,Mid East,249.89999999999998
ORD-0099,Rajesh Patel,Not Provided,  Stylus Pen  ,ACCESSORIES,3.0,34.99,104.97,2024-06-13 00:00:00,2024-06-17 00:00:00,Abu Dhabi,UAE,Goggle Pay,Processing,0.0,North America,104.97
ORD-0100,Lina Mansour,lina.mansour@email.com,Webcam,Electronics,5.0,79.99,399.95,18/10/2024,2024-10-28 00:00:00,New York,USA,Apple Pay,Cancelled,15.0,Africa,339.9575
ORD-0101,Sophie Brown,sophie.brown@email.com,Headphones,Electronics,3.0,149.99,449.97,2024-11-17 00:00:00,2024-11-18 00:00:00,Abu Dhabi,UAE,Credit Card,Shipped,10.0,Asia,404.973
ORD-0102,Hassan Youssef  #4,hassan.youssef@email.com,Monitor,electonics,3.0,349.99,1049.97,2024-08-20 00:00:00,2024-08-30 00:00:00,Jeddah,Saudi Arabia,Cash on Delivery,Returned,150.0,Middle East,-524.9849999999999
ORD-0103,Chen Wei,chen.wei@email.com,Printer,Electronics,7.0,199.99,1399.93,2024-06-04 00:00:00,2024-06-07 00:00:00,Singapore,Singapore,Cash on Delivery,Processing,10.0,Africa,1259.9370000000001
ORD-0104,Khalid Bin Saeed,khalid.bin.saeed@email.com,HDMI Cable,Accessories,2.0,12.99,25.98,2024/02/09,2024-02-13 00:00:00,Toronto,Canada,Cash on Delivery,delivered,20.0,North America,20.784
ORD-0105,Sophie Brown,sophie.brown@email.com,Mouse Pad,Accessories,6.0,14.99,89.94,2024-05-08 00:00:00,2024-05-18 00:00:00,Cairo,Egypt,Bank Transfer,Returned,0.0,Europe,89.94
ORD-0106,Alex Johnson,alex.johnson@email.com,tablet,Electronics,5.0,499.99,2499.95,2024-02-13 00:00:00,2024-02-24 00:00:00,Paris,France,Cash on Delivery,Shipped,25.0,Europe,1874.9624999999999
ORD-0107,Sana Bukhari,Not Provided,Smart Watch,ELECTRONICS,5.0,249.99,1249.95,2024-07-08 00:00:00,2024-07-21 00:00:00,Abu Dhabi,UAE,Credit Card,Returned,20.0,North America,999.96
ORD-0108,Anna Müller,anna.müller@email.com,Tablet,Electronics,9.0,4999.9,44999.1,2024-07-28 00:00:00,2024-08-04 00:00:00,Cairo,Egypt,Google Pay,Pending,0.0,North America,44999.1
ORD-0109,Tariq Mahmoud,tariq.mahmoud@email.com,Charger,Accessories,6.0,24.99,149.94,2024-06-22 00:00:00,2024-07-01 00:00:00,Muscat,Oman,Apple Pay,Cancelled,0.0,North America,149.94
ORD-0110,Aisha Mohammed,aisha.mohammed@email.com,Monitor,Electronics,-2.0,349.99,-699.98,2024-02-16 00:00:00,2024-02-25 00:00:00,Jeddah,Saudi Arabia,Google Pay,Cancelled,0.0,Middle East,-699.98
ORD-0111,anna müller,anna.müller@email.com,USB Cable,Accessories,8.0,9.99,79.92,2024-05-12 00:00:00,2024-05-19 00:00:00,Tokyo,Saudi Arabia,PayPal,Delivered,0.0,Africa,79.92
ORD-0112,layla ibrahim,layla.ibrahim@@email.com,  USB Cable  ,accessories,3.0,9.99,29.97,2024-03-10 00:00:00,2024-03-12 00:00:00,Doha,Qatar,Bank Transfer,Processing,25.0,Asia,22.4775
ORD-0113,Emma Wilson,emma.wilsonemail.com,Tablet,Electronics,1.0,499.99,499.99,2024-04-15 00:00:00,2024-04-27 00:00:00,Dubai,Saudi Arabia,Apple Pay,Shipped,25.0,North America,374.9925
ORD-0114,Tariq Mahmoud,tariq.mahmoud@email.com,Wireless Mouse,Electronics,-1.0,29.99,-29.99,2024-06-21 00:00:00,2024-06-24 00:00:00,Medina,Saudi Arabia,Credit Card,Shipped,25.0,Africa,-22.4925
ORD-0115,viktor petrov,viktor.petrov@email.com,Laptop,Electronics,10.0,899.99,8999.9,25/06/2024,2024-07-05 00:00:00,Mumbai,India,Apple Pay,Delivered,20.0,Asia,7199.92
ORD-0116,Unknown,rajesh.patel@email.com,HDMI Cable,Accessories,6.0,12.99,77.94,2024-12-02 00:00:00,2024-12-16 00:00:00,Sharjah,U.A.E.,Cash on Delivery,Delivered,0.0,Europe,77.94
ORD-0117,James O'Brien,james.obrien@email.com,Printer,Electronics,10.0,199.99,1999.9,2024-04-19 00:00:00,2024-04-28 00:00:00,Cairo,Egypt,Goggle Pay,Returned,10.0,Europe,1799.91
ORD-0118,Anna Müller,anna.müller@email.com,Stylus Pen,Accessories,3.0,34.99,104.97,2024-08-27 00:00:00,2024-09-08 00:00:00,Abu Dhabi,UAE,Credit Card,Returned,10.0,Middle East,94.473
ORD-0118,Anna Müller,anna.müller@email.com,Stylus Pen,Accessories,3.0,34.99,104.97,2024-08-27 00:00:00,2024-08-22 00:00:00,Abu Dhabi,UAE,Credit Card,Returned,10.0,Middle East,94.473
ORD-0119,Nora Ali,nora.ali@email.com,USB Cable,Accessories,8.0,9.99,79.92,2024-10-24 00:00:00,2024-10-25 00:00:00,Medina,Saudi Arabia,PayPal,Delivered,20.0,Africa,63.936
ORD-0120,Wei Chen,wei.chen@email.com,  USB Cable  ,Accessories,2.0,99.9,199.8,2024-12-02 00:00:00,2024-12-06 00:00:00,Sharjah,U.A.E.,Google Pay,Refunded,10.0,ME,179.82
