Order_ID,Customer Name,Email,Product,Category,Quantity,Unit Price,Total,Order Date,Ship Date,City,Country,Payment Method,Status,Discount%,Region,Discounted_Total
ORD-0046,Nora Ali,nora.ali@email.com,stylus pen,accessories,6.0,34.99,209.94,2024-09-26,2024-10-08 00:00:00,Tokyo,Japan,Credit Card,Returned,20.0,North America,167.952
ORD-0049,Priya Sharma  #5,priya.sharma@email.com,tablet,electronics,3.0,499.99,1499.97,2024-08-05,2024-08-13 00:00:00,Sharjah,UAE,Bank Transfer,Pending,25.0,Africa,1124.9775
ORD-0051,Unknown,alex.johnson@email.com,phone case,accessories,2.0,19.99,39.98,2024-01-26,2024-02-06 00:00:00,Singapore,Singapore,Google Pay,Delivered,5.0,Africa,37.980999999999995
ORD-0052,Sara Khan,sara.khan@email.com,mouse pad,accessories,7.0,14.99,104.93,2024-09-11,2024-09-23 00:00:00,Singapore,Singapore,Debit Card,Processing,20.0,Asia,83.944
ORD-0053,Ahmed Al-Farsi,ahmed.alfarsi@email.com,phone case,accessories,4.0,19.99,79.96,2024-04-12,2024-12-16 00:00:00,Muscat,Oman,Apple Pay,Returned,5.0,North America,75.96199999999999
ORD-0058,Yuki Tanaka,Not Provided,stylus pen,accessories,2.0,34.99,69.98,2024-06-09,2024-06-13 00:00:00,Muscat,Oman,Cash on Delivery,Shipped,25.0,Middle East,52.485
ORD-0059,Ahmed Al-Farsi,ahmed.alfarsi@email.com,external ssd,electronics,4.0,129.99,519.96,2024-08-26,2024-08-31 00:00:00,Dammam,Saudi Arabia,Google Pay,Refunded,20.0,Oceania,415.968
ORD-0060,Ahmed Al-Farsi,ahmed.alfarsi@email.com,monitor,electronics,5.0,349.99,1749.95,2024-04-17,2024-04-29 00:00:00,Khobar,KSA,Cash on Delivery,Pending,5.0,North America,1662.4525
ORD-0061,PRIYA SHARMA,priya.sharma@email.com,speaker,electronics,3.0,89.99,269.96999999999997,2024-03-21,2024-04-01 00:00:00,Singapore,Singapore,Credit Card,Pending,5.0,Africa,256.4715
ORD-0065,James O'Brien,Not Provided,charger,accessories,6.0,24.99,149.94,2024-09-19,2024-09-22 00:00:00,Abu Dhabi,Saudi Arabia,Bank Transfer,Refunded,15.0,Oceania,127.449
ORD-0067,HASSAN YOUSSEF,  hassan.youssef@email.com  ,charger,accessories,1.0,24.99,24.99,2024-11-10,2024-11-14 00:00:00,Khobar,Saudi Arabia,Cash on Delivery,Shipped,20.0,Europe,19.991999999999997
ORD-0068,Rajesh Patel,rajesh.patel@email.com,keyboard,accessories,5.0,59.99,299.95,2024-02-10,2024-02-12 00:00:00,Khobar,Saudi Arabia,Google Pay,Shipped,15.0,North America,254.95749999999998
ORD-0069,Lina Mansour,lina.mansour@email.com,usb cable,accessories,5.0,9.99,49.95,2024-12-19,2024-12-30 00:00:00,Dammam,Saudi Arabia,Bank Transfer,Returned,15.0,Middle East,42.4575
ORD-0070,Aisha Mohammed,aisha.mohammed@email.com,usb cable,accessories,8.0,9.99,79.92,2024-05-25,2024-06-08 00:00:00,Berlin,DE,Creadit Card,Returned,25.0,Middle East,59.94
ORD-0078,OMAR NASSER,omar.nasser@@email.com,headphones,electronics,5.0,149.99,749.95,2024-02-16,2024-03-01 00:00:00,Dubai,UAE,Google Pay,Cancelled,25.0,North America,562.4625000000001
ORD-0081,layla ibrahim,layla.ibrahim@email.com,mouse pad,accessories,1.0,14.99,14.99,2024-09-26,2024-09-29 00:00:00,Dammam,Saudi Arabia,Apple Pay,Returned,150.0,Africa,-7.494999999999999
ORD-0084,Priya Sharma,priya.sharma@email.com,mouse pad,accessories,4.0,14.99,59.96,2024-12-28,2025-01-02 00:00:00,Singapore,Singapore,PayPal,Processing,10.0,Africa,53.964
ORD-0088,Emma Wilson,emma.wilson@email.com,webcam,electronics,2.0,79.99,159.98,2024-06-27,2024-07-03 00:00:00,New York,Oman,Bank Transfer,Cancelled,25.0,Europe,119.98499999999999
ORD-0089,Sophie Brown,sophie.brown@email.com,tablet,electronics,6.0,499.99,2999.94,2024-09-17,2024-09-29 00:00:00,Sharjah,UAE,Bank Transfer,Pending,5.0,Africa,2849.943
ORD-0093,Rajesh Patel  #8,rajesh.patel@email.com,tablet,electronics,9.0,499.99,4499.91,2024-07-08,2024-07-17 00:00:00,Berlin,Saudi Arabia,Apple Pay,delivered,20.0,North America,3599.928
ORD-0094,Chen Wei,chen.wei@email.com,keyboard,accessories,1.0,59.99,59.99,2024-03-11,2024-03-21 00:00:00,Jeddah,India,Apple Pay,Returned,10.0,North America,53.991
ORD-0097,Wei Chen,wei.chen@email.com,monitor,electronics,1.0,349.99,349.99,2024-01-19,2024-01-29 00:00:00,Sydney,Australia,Cash on Delivery,Delivered,10.0,Asia,314.991
ORD-0100,Lina Mansour,lina.mansour@email.com,webcam,electronics,5.0,79.99,399.95,2024-10-18,2024-10-28 00:00:00,New York,USA,Apple Pay,Cancelled,15.0,Africa,339.9575
ORD-0101,Sophie Brown,sophie.brown@email.com,headphones,electronics,3.0,149.99,449.97,2024-11-17,2024-11-18 00:00:00,Abu Dhabi,UAE,Credit Card,Shipped,10.0,Asia,404.973
ORD-0102,Hassan Youssef  #4,hassan.youssef@email.com,monitor,electronics,3.0,349.99,1049.97,2024-08-20,2024-08-30 00:00:00,Jeddah,Saudi Arabia,Cash on Delivery,Returned,150.0,Middle East,-524.9849999999999
ORD-0103,Chen Wei,chen.wei@email.com,printer,electronics,7.0,199.99,1399.93,2024-06-04,2024-06-07 00:00:00,Singapore,Singapore,Cash on Delivery,Processing,10.0,Africa,1259.9370000000001
ORD-0104,Khalid Bin Saeed,khalid.bin.saeed@email.com,hdmi cable,accessories,2.0,12.99,25.98,2024-02-09,2024-02-13 00:00:00,Toronto,Canada,Cash on Delivery,delivered,20.0,North America,20.784
ORD-0106,Alex Johnson,alex.johnson@email.com,tablet,electronics,5.0,499.99,2499.95,2024-02-13,2024-02-24 00:00:00,Paris,France,Cash on Delivery,Shipped,25.0,Europe,1874.9624999999999
ORD-0107,Sana Bukhari,Not Provided,smart watch,electronics,5.0,249.99,1249.95,2024-07-08,2024-07-21 00:00:00,Abu Dhabi,UAE,Credit Card,Returned,20.0,North America,999.96
ORD-0113,Emma Wilson,emma.wilsonemail.com,tablet,electronics,1.0,499.99,499.99,2024-04-15,2024-04-27 00:00:00,Dubai,Saudi Arabia,Apple Pay,Shipped,25.0,North America,374.9925
ORD-0115,viktor petrov,viktor.petrov@email.com,laptop,electronics,10.0,899.99,8999.9,2024-06-25,2024-07-05 00:00:00,Mumbai,India,Apple Pay,Delivered,20.0,Asia,7199.92
ORD-0117,James O'Brien,james.obrien@email.com,printer,electronics,10.0,199.99,1999.9,2024-04-19,2024-04-28 00:00:00,Cairo,Egypt,Goggle Pay,Returned,10.0,Europe,1799.91
ORD-0119,Nora Ali,nora.ali@email.com,usb cable,accessories,8.0,9.99,79.92,2024-10-24,2024-10-25 00:00:00,Medina,Saudi Arabia,PayPal,Delivered,20.0,Africa,63.936
ORD-0120,Wei Chen,wei.chen@email.com,usb cable,accessories,2.0,99.9,199.8,2024-12-02,2024-12-06 00:00:00,Sharjah,U.A.E.,Google Pay,Refunded,10.0,ME,179.82
ORD-0123,Fatima Hassan,fatima.hassan@email.com,laptop,electronics,10.0,899.99,8999.9,2024-10-09,2024-10-19 00:00:00,Abu Dhabi,UAE,Debit Card,Returned,5.0,Asia,8549.904999999999
ORD-0123,Fatima Hassan,fatima.hassan@email.com,laptop,electronics,10.0,899.99,8999.9,2024-10-09,2024-10-19 00:00:00,Abu Dhabi,Singapore,Debet Card,Returned,5.0,Asia,8549.904999999999
ORD-0124,Aisha Mohammed,aisha.mohammed@email.com,power bank,accessories,9.0,39.99,359.91,2024-11-23,2024-12-06 00:00:00,Jeddah,Germany,Credit Card,Cancelled,25.0,Middle East,269.9325
ORD-0127,Rajesh Patel,Not Provided,usb cable,accessories,5.0,9.99,49.95,2024-08-05,2024-08-07 00:00:00,Tokyo,Japan,Cash on Delivery,Cancelled,5.0,Oceania,47.4525
ORD-0128,Carlos Rivera,carlos.rivera@email.com,hdmi cable,accessories,1.0,12.99,12.99,2024-06-12,2024-06-21 00:00:00,Cairo,Saudi Arabia,Apple Pay,Shipped,10.0,EU,11.691
ORD-0131,Khalid Bin Saeed,khalid.bin.saeed@email.com,wireless mouse,electronics,2.0,29.99,59.98,2024-07-02,2024-07-04 00:00:00,Singapore,Singapore,Debit Card,Pending,25.0,Africa,44.985
ORD-0134,Aisha Mohammed,aisha.mohammed@email.com,speaker,electronics,7.0,89.99,629.93,2024-09-07,2024-09-18 00:00:00,New York,USA,Debit Card,Shipped,20.0,Africa,503.94399999999996
ORD-0137,Sophie Brown,sophie.brown@email.com,mouse pad,accessories,1.0,14.99,14.99,2024-09-11,2024-11-22 00:00:00,Dubai,UAE,Debit Card,Cancelled,20.0,North America,11.992
ORD-0139,Tariq Mahmoud,tariq.mahmoud@email.com,printer,electronics,5.0,199.99,999.95,2024-03-25,2024-03-27 00:00:00,Tokyo,Saudi Arabia,Credit Card,Cancelled,20.0,Europe,799.96
ORD-0140,Khalid Bin Saeed,khalid.bin.saeed@email.com,stylus pen,accessories,7.0,34.99,244.93,2024-07-28,2024-08-09 00:00:00,Dammam,Canada,Debit Card,Delivered,20.0,Oceania,195.94400000000002
ORD-0143,Fatima Hassan  #9,fatima.hassan@email.com,wireless mouse,electronics,10.0,29.99,299.9,2024-03-23,2024-03-31 00:00:00,Sharjah,UAE,Aple Pay,Refunded,10.0,Europe,269.90999999999997
ORD-0144,Maria Garcia,maria.garcia@email.com,usb cable,accessories,4.0,9.99,39.96,2024-12-15,2024-12-25 00:00:00,Abu Dhabi,UAE,Bank Transfer,Shipped,15.0,Asia,33.966
ORD-0145,Hassan Youssef,hassan.youssef@email.com,headphones,electronics,10.0,149.99,1499.9,2024-09-28,2024-10-02 00:00:00,Dammam,Saudi Arabia,Google Pay,Returned,25.0,Asia,1124.9250000000002
ORD-0146,khalid bin saeed,  khalid.bin.saeed@email.com  ,charger,accessories,3.0,24.99,74.97,2024-12-15,2024-12-29 00:00:00,Abu Dhabi,United Arab Emirates,Cash on Delivery,Delivered,25.0,North America,56.2275
ORD-0147,Nora Ali,nora.ali@email.com,tablet,electronics,9.0,499.99,4499.91,2024-02-21,2024-02-29 00:00:00,Abu Dhabi,Saudi Arabia,Apple Pay,Shipped,5.0,Europe,4274.9145
ORD-0148,Megan Taylor,megan.taylor@email.com,laptop,electronics,5.0,899.99,4499.95,2024-07-22,2024-07-31 00:00:00,London,UK,PayPal,Cancelled,25.0,Oceania,3374.9624999999996
ORD-0150,Viktor Petrov,viktor.petrov@email.com,wireless mouse,electronics,3.0,299.9,899.6999999999999,2024-11-18,2024-11-20 00:00:00,Berlin,Germany,Bank Transfer,Returned,5.0,North America,854.7149999999999
ORD-0153,Unknown,layla.ibrahim@email.com,printer,electronics,5.0,199.99,999.95,2024-05-22,2024-06-03 00:00:00,Toronto,Canada,Cash on Delivery,Returned,15.0,Asia,849.9575
ORD-0155,Priya Sharma,priya.sharma@email.com,smart watch,electronics,10.0,249.99,2499.9,2024-02-04,2024-02-18 00:00:00,Abu Dhabi,United Arab Emirates,Credit Card,RETURNED,5.0,Oceania,2374.905
ORD-0156,JAMES O'BRIEN,Not Provided,external ssd,electronics,4.0,129.99,519.96,2024-09-14,2024-09-19 00:00:00,Singapore,Singapore,Google Pay,Delivered,25.0,Oceania,389.97
ORD-0158,Sara Khan,sara.khan@email.com,headphones,electronics,9.0,149.99,1349.91,2024-11-28,2024-12-11 00:00:00,Berlin,Germany,Debit Card,Cancelled,20.0,asia,1079.928
ORD-0160,Isabella Rossi,isabella.rossi@email.com,usb cable,accessories,10.0,9.99,99.9,2024-02-19,2024-02-25 00:00:00,Tokyo,Japan,Cash on Delivery,Refunded,25.0,North America,74.92500000000001
ORD-0161,Wei Chen,wei.chen@email.com,charger,accessories,7.0,24.99,174.92999999999998,2024-07-11,2024-07-25 00:00:00,Dammam,Saudi Arabia,Debit Card,Refunded,20.0,Europe,139.944
ORD-0161,Wei Chen,wei.chen@email.com,charger,accessories,7.0,249.9,1749.3,2024-07-11,2024-07-25 00:00:00,Dammam,Saudi Arabia,Debit Card,refund,20.0,Europe,1399.44
ORD-0163,Yuki Tanaka,yuki.tanaka@email.com,laptop,electronics,10.0,899.99,8999.9,2024-01-27,2024-02-08 00:00:00,Jeddah,Saudi Arabia,Google Pay,Pending,5.0,Europe,8549.904999999999
ORD-0164,Viktor Petrov,viktor.petrov@email.com,monitor,electronics,3.0,349.99,1049.97,2024-12-09,2024-12-18 00:00:00,Dammam,Saudi Arabia,Bank Transfer,Returned,15.0,Africa,892.4745
ORD-0167,Emma Wilson,emma.wilson@email.com,keyboard,accessories,2.0,59.99,119.98,2024-06-23,2024-07-02 00:00:00,Singapore,Singapore,PayPal,Delivered,15.0,Middle East,101.983
ORD-0168,Rajesh Patel,rajesh.patel@email.com,stylus pen,accessories,8.0,34.99,279.92,2024-08-04,2024-08-18 00:00:00,London,UK,PayPal,Delivered,5.0,europe,265.92400000000004
ORD-0169,emma wilson,emma.wilson@email.com,printer,electronics,10.0,199.99,1999.9,2024-03-07,2024-03-21 00:00:00,Jeddah,Saudi Arabia,Apple Pay,Processing,15.0,Middle East,1699.915
ORD-0170,David Lee,david.lee@email.com,headphones,electronics,7.0,149.99,1049.93,2024-11-14,2024-11-16 00:00:00,Jeddah,Saudi Arabia,PayPal,Cancelled,5.0,Oceania,997.4335000000001
ORD-0173,Chen Wei,chen.wei@email.com,wireless mouse,electronics,9.0,29.99,269.90999999999997,2024-01-14,2024-01-24 00:00:00,Paris,France,Credit Card,Processing,20.0,North America,215.92799999999997
ORD-0176,DAVID LEE,david.lee@email.com,laptop,electronics,8.0,899.99,7199.92,2024-03-25,2024-03-26 00:00:00,Khobar,Saudi Arabia,Creadit Card,Processing,15.0,North America,6119.932
ORD-0178,Rajesh Patel,rajesh.patel@email.com,tablet,electronics,6.0,499.99,2999.94,2024-05-10,2024-05-21 00:00:00,Abu Dhabi,UAE,Debit Card,Pending,20.0,Africa,2399.952
ORD-0179,Layla Ibrahim,layla.ibrahim@email.com,smart watch,electronics,2.0,249.99,499.98,2024-12-07,2024-12-15 00:00:00,Muscat,Saudi Arabia,Apple Pay,Shipped,15.0,Middle East,424.983
ORD-0180,Lina Mansour,lina.mansour@email.com,external ssd,electronics,8.0,129.99,1039.92,2024-11-15,2024-11-18 00:00:00,Paris,france,Google Pay,Returned,20.0,North America,831.936
ORD-0181,Rajesh Patel,rajesh.patel@email.com,printer,electronics,7.0,199.99,1399.93,2024-02-10,2024-10-10 00:00:00,Riyadh,Saudi Arabia,Bank Transfer,Shipped,20.0,Middle East,1119.944
ORD-0182,EMMA WILSON,emma.wilson@email.com,power bank,accessories,7.0,39.99,279.93,2024-02-16,2024-02-17 00:00:00,Singapore,Singapore,Debit Card,Delivered,10.0,Africa,251.937
ORD-0184,Viktor Petrov,viktor.petrov@email.com,usb cable,accessories,9.0,99.9,899.1,2024-01-27,2024-02-10 00:00:00,Doha,Saudi Arabia,Creadit Card,Processing,20.0,Africa,719.28
ORD-0189,Isabella Rossi,isabella.rossi@email.com,speaker,electronics,4.0,89.99,359.96,2024-07-06,2024-07-20 00:00:00,Riyadh,Saudi Arabia,Credit Card,Delivered,15.0,Middle East,305.966
ORD-0191,Sana Bukhari,sana.bukhari@email.com,wireless mouse,electronics,4.0,29.99,119.96,2024-04-07,2024-04-15 00:00:00,Mumbai,India,Debit Card,Processing,20.0,north america,95.96799999999999
ORD-0193,david lee,david.lee@email.com,keyboard,accessories,10.0,59.99,599.9,2024-03-10,2024-03-22 00:00:00,Riyadh,Saudi Arabia,Google Pay,Pending,15.0,europe,509.91499999999996
ORD-0194,Unknown,aisha.mohammed@email.com,charger,accessories,4.0,24.99,99.96,2024-04-10,2024-04-21 00:00:00,Khobar,Saudi Arabia,Bank Transfer,Delivered,15.0,Africa,84.966
ORD-0196,Chen Wei,chen.wei@email.com,external ssd,electronics,7.0,129.99,909.9300000000001,2024-06-24,2024-07-01 00:00:00,Cairo,Egypt,Creadit Card,Delivered,10.0,Middle East,818.937
ORD-0197,Ali Reza,ali.reza@email.com,monitor,electronics,7.0,349.99,2449.9300000000003,2024-12-10,2024-12-18 00:00:00,Jeddah,Saudi Arabia,Credit Card,Delivered,20.0,Asia,1959.9440000000002
ORD-0198,John Smith,john.smith@email.com,webcam,electronics,10.0,79.99,799.9,2024-06-02,2024-06-04 00:00:00,Cairo,Egypt,PayPal,Refunded,25.0,Middle East,599.925
ORD-0200,Omar Nasser,omar.nasser@email.com,keyboard,accessories,2.0,59.99,119.98,2024-03-19,2024-03-28 00:00:00,Cairo,Egypt,Cash on Delivery,Delivered,20.0,Oceania,95.98400000000001
ORD-0201,Yuki Tanaka,Not Provided,speaker,electronics,9.0,89.99,809.91,2024-10-16,2024-10-18 00:00:00,Paris,France,Apple Pay,Canceled,5.0,Asia,769.4145
ORD-0204,AHMED AL-FARSI  #6,ahmed.alfarsi@email.com,speaker,electronics,10.0,89.99,899.9,2024-09-25,2024-09-30 00:00:00,Muscat,Oman,Google Pay,Processing,20.0,Europe,719.92
ORD-0207,Omar Nasser,omar.nasser@email.com,speaker,electronics,7.0,89.99,629.93,2024-06-25,2024-07-01 00:00:00,London,Oman,Apple Pay,Returned,5.0,Middle East,598.4335
ORD-0209,Carlos Rivera,carlos.rivera@email.com,headphones,electronics,1.0,149.99,149.99,2024-02-12,2024-02-20 00:00:00,New York,USA,Creadit Card,Returned,15.0,Africa,127.4915
ORD-0213,Viktor Petrov,viktor.petrov@email.com,wireless mouse,electronics,3.0,29.99,89.97,2024-06-25,2024-07-02 00:00:00,New York,USA,Google Pay,pending,20.0,North America,71.976
ORD-0216,aisha mohammed  #3,aisha.mohammed@email.com,mouse pad,accessories,5.0,14.99,74.95,2024-06-14,2024-06-17 00:00:00,Medina,Saudi Arabia,PayPal,Delivered,25.0,Oceania,56.212500000000006
ORD-0220,James O'Brien,james.obrien@email.com,speaker,electronics,8.0,89.99,719.92,2024-11-18,2024-11-16 00:00:00,Khobar,Saudi Arabia,Debit Card,Cancelled,20.0,Africa,575.9359999999999
ORD-0221,David Lee,Not Provided,printer,electronics,2.0,199.99,399.98,2024-12-18,2024-12-23 00:00:00,London,UK,Cash on Delivery,Processing,15.0,Africa,339.983
ORD-0224,Hassan Youssef,hassan.youssef@email.com,headphones,electronics,7.0,149.99,1049.93,2024-03-22,2024-04-02 00:00:00,Berlin,Germany,Google Pay,Processing,15.0,Middle East,892.4405
ORD-0225,Sana Bukhari,sana.bukhari@email.com,tablet,electronics,7.0,499.99,3499.9300000000003,2024-07-18,2024-07-26 00:00:00,Medina,Saudi Arabia,Bank Transfer,Returned,5.0,North America,3324.9335
ORD-0229,Emma Wilson,emma.wilson@email.com,keyboard,accessories,6.0,59.99,359.94,2024-05-12,2024-05-22 00:00:00,Singapore,Singapore,Apple Pay,Refunded,20.0,Asia,287.952
ORD-0231,Omar Nasser,omar.nasser@email.com,stylus pen,accessories,2.0,34.99,69.98,2024-05-15,2024-05-16 00:00:00,Medina,Saudi Arabia,Bank Transfer,Shipped,5.0,Europe,66.48100000000001
ORD-0232,chen wei,chen.wei@email.com,hdmi cable,accessories,6.0,12.99,77.94,2024-12-19,2024-12-26 00:00:00,Riyadh,Saudi Arabia,Google Pay,Returned,5.0,Middle East,74.04299999999999
ORD-0234,Megan Taylor,megan.taylor@@email.com,external ssd,electronics,9.0,129.99,1169.91,2024-10-26,2024-10-27 00:00:00,Berlin,Germany,Bank Transfer,Shipped,5.0,North America,1111.4145
ORD-0240,alex johnson,alex.johnson@email.com,printer,electronics,6.0,199.99,1199.94,2024-03-07,2024-07-12 00:00:00,Paris,France,Cash on Delivery,Delivered,20.0,Europe,959.952
ORD-0241,Sana Bukhari,sana.bukhari,keyboard,accessories,10.0,59.99,599.9,2024-08-04,2024-08-07 00:00:00,Paris,France,Debet Card,Refunded,20.0,Oceania,479.91999999999996
ORD-0242,Megan Taylor,megan.taylor@email.com,keyboard,accessories,9.0,59.99,539.91,2024-02-05,2024-02-09 00:00:00,Toronto,Canada,Bank Transfer,Refunded,5.0,North America,512.9145
ORD-0245,Carlos Rivera,Not Provided,tablet,electronics,3.0,499.99,1499.97,2024-06-16,2024-06-17 00:00:00,Mumbai,Australia,Apple Pay,Pending,20.0,Europe,1199.976
ORD-0247,FATIMA HASSAN,fatima.hassan@email.com,hdmi cable,accessories,6.0,12.99,77.94,2024-10-05,2024-10-16 00:00:00,Cairo,Oman,Debit Card,Cancelled,5.0,Europe,74.04299999999999
ORD-0249,Sara Khan,sara.khan@email.com,monitor,electronics,5.0,349.99,1749.95,2024-07-16,2024-07-19 00:00:00,Mumbai,India,Google Pay,RETURNED,10.0,Africa,1574.955
ORD-0252,Layla Ibrahim,layla.ibrahim@email.com,usb cable,accessories,6.0,9.99,59.94,2024-03-22,2024-04-03 00:00:00,Khobar,Saudi Arabia,Debit Card,Refunded,5.0,Africa,56.943
ORD-0253,Rajesh Patel,rajesh.patel@email.com,monitor,electronics,10.0,349.99,3499.9,2024-08-09,2024-08-20 00:00:00,Riyadh,Saudi Arabia,PayPal,Cancelled,10.0,Asia,3149.91
ORD-0253,Rajesh Patel  #4,rajesh.patel@email.com,monitor,electronics,10.0,349.99,3499.9,2024-08-09,2024-08-20 00:00:00,Riyadh,SA,PayPal,Cancelled,10.0,asia,3149.91
ORD-0255,JOHN SMITH,john.smith@email.com,usb cable,accessories,5.0,9.99,49.95,2024-09-07,2024-09-15 00:00:00,Toronto,Canada,Debit Card,Cancelled,10.0,Europe,44.955
ORD-0261,Carlos Rivera,carlos.rivera@email.com,webcam,electronics,9.0,79.99,719.91,2024-12-16,2024-12-28 00:00:00,Dubai,UAE,Google Pay,Delivered,20.0,Middle East,575.928
ORD-0265,Fatima Hassan,Not Provided,charger,accessories,4.0,24.99,99.96,2024-05-22,2024-05-30 00:00:00,Muscat,Oman,Apple Pay,Cancelled,15.0,Africa,84.966
ORD-0266,Alex Johnson,alex.johnson@email.com,wireless mouse,electronics,5.0,29.99,149.95,2024-08-24,2024-08-28 00:00:00,Paris,France,Google Pay,Delivered,10.0,North America,134.95499999999998
ORD-0267,Ahmed Al-Farsi,ahmed.alfarsi@email.com,smart watch,electronics,2.0,249.99,499.98,2024-09-13,2024-09-26 00:00:00,Muscat,Oman,Debit Card,Processing,10.0,Middle East,449.982
ORD-0269,Nora Ali,nora.ali@email.com,keyboard,accessories,1.0,59.99,59.99,2024-06-23,2024-07-03 00:00:00,Sharjah,UAE,Google Pay,Delivered,10.0,Oceania,53.991
ORD-0270,Sana Bukhari,sana.bukhari@email.com,webcam,electronics,9.0,79.99,719.91,2024-06-20,2024-06-26 00:00:00,Abu Dhabi,uae,Debit Card,Shipped,10.0,Africa,647.919
ORD-0271,ALEX JOHNSON,alex.johnson@email.com,charger,accessories,7.0,24.99,174.92999999999998,2024-10-24,2024-10-29 00:00:00,Toronto,Canada,Google Pay,Cancelled,10.0,Africa,157.43699999999998
